title,label1,label2,label3,label4,label5
Treewidth distance on phylogenetic trees,CSC,,,,
What is the definition of two meromorphic functions sharing a small function?,,,,,
Nb3Sn wire shape and cross sectional area inhomogeneity in Rutherford cables,,PHY,,,
Towards Accurate Modelling of Galaxy Clustering on Small Scales: Testing the Standard $Λ\mathrm{CDM}$ + Halo Model,,PHY,,,
Graphene nanoplatelets induced tailoring in photocatalytic activity and antibacterial characteristics of MgO/graphene nanoplatelets nanocomposites,,PHY,,,
"Lower Bounds for Searching Robots, some Faulty",CSC,,,,
An efficient relativistic density-matrix renormalization group implementation in a matrix-product formulation,,PHY,,,
Cyclic Hypergraph Degree Sequences,CSC,,,,
First and Second Order Methods for Online Convolutional Dictionary Learning,CSC,,STA,,
DPCA: Dimensionality Reduction for Discriminative Analytics of Multiple Large-Scale Datasets,CSC,,STA,,
Modeling Magnetic Anisotropy of Single Chain Magnets in $|d/J| \geq 1$ Regime,,PHY,,,
Compressive optical interferometry,,PHY,,,
Automated labeling of bugs and tickets using attention-based mechanisms in recurrent neural networks,,,STA,,
Robot gains Social Intelligence through Multimodal Deep Reinforcement Learning,CSC,,STA,,
Preprint Déjà Vu: an FAQ,CSC,PHY,,,
Implications of hydrodynamical simulations for the interpretation of direct dark matter searches,,PHY,,,
Stable Charged Antiparallel Domain Walls in Hyperferroelectrics,,PHY,,,
Healing Data Loss Problems in Android Apps,CSC,,,,
Emergent SU(N) symmetry in disordered SO(N) spin chains,,PHY,,,
Imaging structural transitions in organometallic molecules on Ag(100) for solar thermal energy storage,,PHY,,,
Spontaneous antiferromagnetic order and strain effect on electronic properties of $α$-graphyne,,PHY,,,
Big Data Technology Accelerate Genomics Precision Medicine,CSC,,,,
Dirichlet-to-Neumann or Poincaré-Steklov operator on fractals described by d -sets,,,,,
Grammar Variational Autoencoder,,,STA,,
Optimal Bayesian Minimax Rates for Unconstrained Large Covariance Matrices,,,STA,,
Retirement spending and biological age,,,,,QFI
Quantum X Waves with Orbital Angular Momentum in Nonlinear Dispersive Media,,PHY,,,
Role of Skin Friction Drag during Flow-Induced Reconfiguration of a Flexible Thin Plate,,PHY,,,
Generalization Error Bounds with Probabilistic Guarantee for SGD in Nonconvex Optimization,,,STA,,
Distributed algorithm for empty vehicles management in personal rapid transit (PRT) network,CSC,,,,
Controllability of the 1D Schrödinger equation using flatness,,,,,
ICT Green Governance: new generation model based on Corporate Social Responsibility and Green IT,CSC,,,,
Speaker Selective Beamformer with Keyword Mask Estimation,CSC,,,,
Proof of an entropy conjecture of Leighton and Moitra,,,,,
What drives transient behaviour in complex systems?,,PHY,,,
Complexity of strong approximation on the sphere,,,,,
Correlation between Foam-Bubble Size and Drag Coefficient in Hurricane Conditions,,PHY,,,
On the Structure of Superconducting Order Parameter in High-Temperature Fe-Based Superconductors,,PHY,,,
Rigorous statistical analysis of HTTPS reachability,CSC,,STA,,
Exploiting Negative Curvature in Deterministic and Stochastic Optimization,,,,,
Outer automorphism groups of right-angled Coxeter groups are either large or virtually abelian,,,,,
Retrieving Instantaneous Field of View and Geophysical Information for Atmospheric Limb Sounding with USGNC Near Real-Time Orbit Data,,PHY,,,
Better than counting: Density profiles from force sampling,,PHY,,,
Integrating self-efficacy into a gamified approach to thwart phishing attacks,CSC,,,,
"Quantum dynamics of bosons in a two-ring ladder: dynamical algebra, vortex-like excitations and currents",,PHY,,,
"A New Convolutional Network-in-Network Structure and Its Applications in Skin Detection, Semantic Segmentation, and Artifact Reduction",CSC,,,,
Rapid rotators revisited: absolute dimensions of KOI-13,,PHY,,,
Learning Linear Dynamical Systems via Spectral Filtering,CSC,,STA,,
Time pressure and honesty in a deception game,,,,QBY,
A deep learning approach to real-time parking occupancy prediction in spatio-termporal networks incorporating multiple spatio-temporal data sources,CSC,,STA,,
Time series experiments and causal estimands: exact randomization tests and trading,,,STA,,
Sparse phase retrieval of one-dimensional signals by Prony's method,CSC,,,,
Atomic and electronic structure of a copper/graphene interface as prepared and 1.5 years after,,PHY,,,
Modeling and Control of Humanoid Robots in Dynamic Environments: iCub Balancing on a Seesaw,CSC,,,,
Forward-Backward Selection with Early Dropping,CSC,,STA,,
Ultracold bosonic scattering dynamics off a repulsive barrier: coherence loss at the dimensional crossover,,PHY,,,
On Lebesgue Integral Quadrature,,,STA,,
Protection Number in Plane Trees,,,,,
Improved bounds for restricted families of projections to planes in $\mathbb{R}^{3}$,,,,,
Differential galois theory and mechanics,,PHY,,,
"Note on ""Average resistance of toroidal graphs"" by Rossi, Frasca and Fagnani",CSC,,,,
A Survey of Runtime Monitoring Instrumentation Techniques,CSC,,,,
Interpretable Counting for Visual Question Answering,CSC,,,,
How consistent is my model with the data? Information-Theoretic Model Check,CSC,,STA,,
Stable recovery of deep linear networks under sparsity constraints,CSC,,STA,,
Revisiting Parametricity: Inductives and Uniformity of Propositions,CSC,,,,
"Characterizing Minimal Semantics-preserving Slices of predicate-linear, Free, Liberal Program Schemas",CSC,,,,
Exposing Twitter Users to Contrarian News,CSC,,,,
Value-Decomposition Networks For Cooperative Multi-Agent Learning,CSC,,,,
Application of a Shallow Neural Network to Short-Term Stock Trading,CSC,,,,
A characterization of round spheres in space forms,,,,,
Oxygen - Dislocation interaction in zirconium from first principles,,PHY,,,
Generating Spatial Spectrum with Metasurfaces,,PHY,,,
Modal clustering asymptotics with applications to bandwidth selection,,,STA,,
"Neural Networks for Beginners. A fast implementation in Matlab, Torch, TensorFlow",CSC,,STA,,
Spectral determination of semi-regular polygons,,,,,
Accuracy and validity of posterior distributions using the Cressie-Read empirical likelihoods,,,STA,,
A Quillen's Theorem A for strict $\infty$-categories I: the simplicial proof,,,,,
Assessing Excited State Energy Gaps with Time-Dependent Density Functional Theory on Ru(II) Complexes,,PHY,,,
Description of the evolution of inhomogeneities on a Dark Matter halo with the Vlasov equation,,PHY,,,
Fast generation of isotropic Gaussian random fields on the sphere,,,STA,,
Initial-boundary value problem to 2D Boussinesq equations for MHD convection with stratification effects,,,,,
Profile of a coherent vortex in two-dimensional turbulence at static pumping,,PHY,,,
Computation of life expectancy from incomplete data,,,,QBY,
Residual Squeeze VGG16,CSC,,,,
Generic partiality for $\frac{3}{2}$-institutions,,,,,
Independently Controllable Factors,CSC,,STA,,
Determination and biological application of a time dependent thermal parameter and sensitivity analysis for a conduction problem with superficial evaporation,,PHY,,,
Setting Boundaries with Memory: Generation of Topological Boundary States in Floquet-Induced Synthetic Crystals,,PHY,,,
Collaborative Nested Sampling: Big Data vs. complex physical models,,PHY,STA,,
Latent Room-Temperature T$_c$ in Cuprate Superconductors,,PHY,,,
Characterization of minimizers of an anisotropic variant of the Rudin-Osher-Fatemi functional with $L^1$ fidelity term,,,,,
Partial regularity of weak solutions and life-span of smooth solutions to a biological network formulation model,,,,,
Distributed control of vehicle strings under finite-time and safety specifications,CSC,,,,
Random Feature-based Online Multi-kernel Learning in Environments with Unknown Dynamics,CSC,,STA,,
Faster Convergence & Generalization in DNNs,,,STA,,
Regular Sequences from Determinantal Conditions,,,,,
"Nonlinear Zeeman effect, line shapes and optical pumping in electromagnetically induced transparency",,PHY,,,
On gradient regularizers for MMD GANs,,,STA,,
Backprop with Approximate Activations for Memory-efficient Network Training,CSC,,STA,,
"Testing SPARUS II AUV, an open platform for industrial, scientific and academic applications",CSC,,,,
The Urban Last Mile Problem: Autonomous Drone Delivery to Your Balcony,CSC,,,,
Extragalactic VLBI surveys in the MeerKAT era,,PHY,,,
"Equicontinuity, orbit closures and invariant compact open sets for group actions on zero-dimensional spaces",,,,,
"The Ramsey property for Banach spaces, Choquet simplices, and their noncommutative analogs",,,,,
Evasion Attacks against Machine Learning at Test Time,CSC,,,,
Evaluation of Lightweight Block Ciphers in Hardware Implementation: A Comprehensive Survey,CSC,,,,
The Sample Complexity of Online One-Class Collaborative Filtering,CSC,,STA,,
Coherent long-distance displacement of individual electron spins,,PHY,,,
Transparency and Explanation in Deep Reinforcement Learning Neural Networks,,,STA,,
Refactoring Software Packages via Community Detection from Stability Point of View,CSC,,,,
Mechanism Design in Social Networks,CSC,,,,
Prototype Matching Networks for Large-Scale Multi-label Genomic Sequence Classification,CSC,,STA,,
Quantum Multicriticality near the Dirac-Semimetal to Band-Insulator Critical Point in Two Dimensions: A Controlled Ascent from One Dimension,,PHY,,,
Wider frequency domain for negative refraction index in a quantized composite right-left handed transmission line,,PHY,,,
Model Averaging and its Use in Economics,,,STA,,
Dropout Feature Ranking for Deep Learning Models,CSC,,STA,,
Per-instance Differential Privacy,CSC,,STA,,
Dual quadratic differentials and entire minimal graphs in Heisenberg space,,,,,
Adaptive Modular Exponentiation Methods v.s. Python's Power Function,CSC,,,,
Bayesian radiocarbon modelling for beginners,,,STA,,
Suspended Load Path Tracking Control Using a Tilt-rotor UAV Based on Zonotopic State Estimation,CSC,,,,
Decay Estimates and Strichartz Estimates of Fourth-order Schrödinger Operator,,,,,
On the Uniqueness of FROG Methods,CSC,,,,
Riesz sequences and generalized arithmetic progressions,,,,,
Positive Scalar Curvature and Minimal Hypersurface Singularities,,,,,
Moving Beyond Sub-Gaussianity in High-Dimensional Statistics: Applications in Covariance Estimation and Linear Regression,,,STA,,
The additive groups of $\mathbb{Z}$ and $\mathbb{Q}$ with predicates for being square-free,,,,,
Particle-hole symmetry of charge excitation spectra in the paramagnetic phase of the Hubbard model,,PHY,,,
"OLÉ: Orthogonal Low-rank Embedding, A Plug and Play Geometric Loss for Deep Learning",CSC,,STA,,
Decidability problems in automaton semigroups,CSC,,,,
Migration of a Carbon Adatom on a Charged Single-Walled Carbon Nanotube,,PHY,,,
Function Norms and Regularization in Deep Networks,CSC,,STA,,
Efficiently Clustering Very Large Attributed Graphs,CSC,PHY,,,
Thermochemistry and vertical mixing in the tropospheres of Uranus and Neptune: How convection inhibition can affect the derivation of deep oxygen abundances,,PHY,,,
Attentive cross-modal paratope prediction,,,STA,QBY,
Tomonaga-Luttinger spin liquid in the spin-1/2 inequilateral diamond-chain compound K$_3$Cu$_3$AlO$_2$(SO$_4$)$_4$,,PHY,,,
Weak Convergence of Stationary Empirical Processes,,,STA,,
Syntax Error Recovery in Parsing Expression Grammars,CSC,,,,
"Collaborative Pressure Ulcer Prevention: An Automated Skin Damage and Pressure Ulcer Assessment Tool for Nursing Professionals, Patients, Family Members and Carers",,,STA,,
Brain networks reveal the effects of antipsychotic drugs on schizophrenia patients and controls,,,,QBY,
New approach to Minkowski fractional inequalities using generalized k-fractional integral operator,,,,,
Segmentation of nearly isotropic overlapped tracks in photomicrographs using successive erosions as watershed markers,CSC,PHY,,,
"A Bayesian Hyperprior Approach for Joint Image Denoising and Interpolation, with an Application to HDR Imaging",CSC,,STA,,
Development and evaluation of a deep learning model for protein-ligand binding affinity prediction,CSC,,STA,,
The Bayesian update: variational formulations and gradient flows,,,STA,,
Magnetic diode at $T$ = 300 K,,PHY,,,
Efficient mixture model for clustering of sparse high dimensional binary data,CSC,,STA,,
Normalized Total Gradient: A New Measure for Multispectral Image Registration,CSC,,,,
Graphical-model based estimation and inference for differential privacy,CSC,,STA,,
Hierarchical Kriging for multi-fidelity aero-servo-elastic simulators - Application to extreme loads on wind turbines,,,STA,,
Unifying PAC and Regret: Uniform PAC Bounds for Episodic Reinforcement Learning,CSC,,STA,,
Alternative Semantic Representations for Zero-Shot Human Action Recognition,CSC,,,,
"Being Corrupt Requires Being Clever, But Detecting Corruption Doesn't",CSC,,,,
Computing the homology of basic semialgebraic sets in weak exponential time,CSC,,,,
Deterministic and Randomized Diffusion based Iterative Generalized Hard Thresholding (DiFIGHT) for Distributed Sparse Signal Recovery,CSC,,,,
Iterated doubles of the Joker and their realisability,,,,,
On subtrees of the representation tree in rational base numeration systems,CSC,,,,
A Practical Method for Solving Contextual Bandit Problems Using Decision Trees,CSC,,STA,,
Trainable back-propagated functional transfer matrices,CSC,,STA,,
Multiple Exciton Generation in Chiral Carbon Nanotubes: Density Functional Theory Based Computation,,PHY,,,
"Turaev-Viro invariants, colored Jones polynomials and volume",,,,,
Credit card fraud detection through parenclitic network analysis,CSC,PHY,,,
On the Consistency of Graph-based Bayesian Learning and the Scalability of Sampling Algorithms,CSC,,STA,,
Bayesian Optimization for Parameter Tuning of the XOR Neural Network,CSC,,STA,,
A differential model for growing sandpiles on networks,,,,,
DCT-like Transform for Image Compression Requires 14 Additions Only,CSC,,STA,,
On realizability of sign patterns by real polynomials,,,,,
HAlign-II: efficient ultra-large multiple sequence alignment and phylogenetic tree reconstruction with distributed and parallel computing,CSC,,,,
Search for Evergreens in Science: A Functional Data Analysis,CSC,,STA,,
Tied Hidden Factors in Neural Networks for End-to-End Speaker Recognition,CSC,,,,
An Optimal Control Formulation of Pulse-Based Control Using Koopman Operator,CSC,,,,
A Converse to Banach's Fixed Point Theorem and its CLS Completeness,CSC,,STA,,
Improved Discrete RRT for Coordinated Multi-robot Planning,CSC,,,,
A note on the stratification by automorphisms of smooth plane curves of genus 6,,,,,
Relativistic verifiable delegation of quantum computation,CSC,,,,
Finiteness of étale fundamental groups by reduction modulo $p$,,,,,
Morphological Error Detection in 3D Segmentations,CSC,,STA,,
Structural Feature Selection for Event Logs,CSC,,STA,,
Counting $G$-Extensions by Discriminant,,,,,
Robust and Efficient Transfer Learning with Hidden-Parameter Markov Decision Processes,CSC,,STA,,
Lattice Gaussian Sampling by Markov Chain Monte Carlo: Bounded Distance Decoding and Trapdoor Sampling,CSC,,,,
"$S$-Leaping: An adaptive, accelerated stochastic simulation algorithm, bridging $τ$-leaping and $R$-leaping",,,,QBY,
Diclofenac sodium ion exchange resin complex loaded melt cast films for sustained release ocular delivery,,PHY,,,
Method of precision increase by averaging with application to numerical differentiation,,,,,
On-line Building Energy Optimization using Deep Reinforcement Learning,CSC,,,,
A KL-LUCB Bandit Algorithm for Large-Scale Crowdsourcing,,,STA,,
Refractive index tomography with structured illumination,,PHY,,,
Foreign English Accent Adjustment by Learning Phonetic Patterns,CSC,,STA,,
The geometry of hypothesis testing over convex cones: Generalized likelihood tests and minimax radii,CSC,,STA,,
Permutation methods for factor analysis and PCA,,,STA,,
Adapting the CVA model to Leland's framework,,,,,QFI
Blue Sky Ideas in Artificial Intelligence Education from the EAAI 2017 New and Future AI Educator Program,CSC,,,,
Network Analysis of Particles and Grains,,PHY,,,
Perfect Sequences and Arrays over the Unit Quaternions,CSC,,,,
Schwarzian conditions for linear differential operators with selected differential Galois groups (unabridged version),,PHY,,,
Robust Bayesian Filtering and Smoothing Using Student's t Distribution,CSC,,STA,,
Multi-pass configuration for Improved Squeezed Vacuum Generation in Hot Rb Vapor,,PHY,,,
Improved Computation of Involutive Bases,CSC,,,,
Dynamic Stochastic Approximation for Multi-stage Stochastic Optimization,CSC,,STA,,
Stability Analysis of Piecewise Affine Systems with Multi-model Model Predictive Control,CSC,,,,
Addressing Item-Cold Start Problem in Recommendation Systems using Model Based Approach and Deep Learning,CSC,,STA,,
End-to-End Monaural Multi-speaker ASR System without Pretraining,CSC,,,,
Characterization of Calabi--Yau variations of Hodge structure over tube domains by characteristic forms,,,,,
Spectral Theory of Infinite Quantum Graphs,,,,,
"A comment on ""A test of general relativity using the LARES and LAGEOS satellites and a GRACE Earth gravity model"", by I. Ciufolini et al",,PHY,,,
SWIFT Detection of a 65-Day X-ray Period from the Ultraluminous Pulsar NGC 7793 P13,,PHY,,,
Pushing Configuration-Interaction to the Limit: Towards Massively Parallel MCSCF Calculations,,PHY,,,
Outer Regions of the Milky Way,,PHY,,,
Multi-Objective Learning and Mask-Based Post-Processing for Deep Neural Network Based Speech Enhancement,CSC,,,,
Latent variable approach to diarization of audio recordings using ad-hoc randomly placed mobile devices,CSC,,,,
A multiple attribute model resolves a conflict between additive and multiplicative models of incentive salience,,,,QBY,
Perturbation theory approaches to Anderson and Many-Body Localization: some lecture notes,,PHY,,,
A measurement of the z = 0 UV background from H$α$ fluorescence,,PHY,,,
The landscape of the spiked tensor model,,,STA,,
System Identification of a Multi-timescale Adaptive Threshold Neuronal Model,,,,QBY,
Free deterministic equivalent Z-scores of compound Wishart models: A goodness of fit test of 2DARMA models,,,STA,,
Numerical algorithms for mean exit time and escape probability of stochastic systems with asymmetric Lévy motion,,,,,
Canonical Models and the Complexity of Modal Team Logic,CSC,,,,
CoT: Cooperative Training for Generative Modeling of Discrete Data,,,STA,,
Iterated function systems consisting of phi-max-contractions have attractor,,,,,
Decay Rates of the Solutions to the Thermoelastic Bresse System of Types I and III,,,,,
Baryogenesis at a Lepton-Number-Breaking Phase Transition,,PHY,,,
Contact resistance between two REBCO tapes under load and load-cycles,,PHY,,,
Stochastic Backward Euler: An Implicit Gradient Descent Algorithm for $k$-means Clustering,CSC,,STA,,
The Frobenius number for sequences of triangular and tetrahedral numbers,,,,,
Information-entropic analysis of Korteweg--de Vries solitons in the quark-gluon plasma,,PHY,,,
The photon identification loophole in EPRB experiments: computer models with single-wing selection,,PHY,,,
Tilings of the plane with unit area triangles of bounded diameter,CSC,,,,
The cauchy problem for radially symmetric homogeneous boltzmann equation with shubin class initial datum and gelfand-shilov smoothing effect,,,,,
Network Dissection: Quantifying Interpretability of Deep Visual Representations,CSC,,,,
Systole inequalities for arithmetic locally symmetric spaces,,,,,
Featured Weighted Automata,CSC,,,,
Schrödinger model and Stratonovich-Weyl correspondence for Heisenberg motion groups,,,,,
Estimation in emerging epidemics: biases and remedies,,,STA,,
Long-Term Evolution of Genetic Programming Populations,CSC,,,,
"A Multi-Scale Analysis of 27,000 Urban Street Networks: Every US City, Town, Urbanized Area, and Zillow Neighborhood",CSC,PHY,,,
Towards Detection of Exoplanetary Rings Via Transit Photometry: Methodology and a Possible Candidate,,PHY,,,
SiMon: Simulation Monitor for Computational Astrophysics,,PHY,,,
Asymptotic and bootstrap tests for the dimension of the non-Gaussian subspace,,,STA,,
Pseudoconcavity of flag domains: The method of supporting cycles,,,,,
Rule Formats for Nominal Process Calculi,CSC,,,,
Tilings with noncongruent triangles,CSC,,,,
Phase limitations of Zames-Falb multipliers,CSC,,,,
Fragmentation of vertically stratified gaseous layers: monolithic or coalescence-driven collapse,,PHY,,,
Learning Local Receptive Fields and their Weight Sharing Scheme on Graphs,CSC,,,,
Galaxies with Shells in the Illustris Simulation: Metallicity Signatures,,PHY,,,
Runtime Verification of Temporal Properties over Out-of-order Data Streams,CSC,,,,
Deep Learning for Electromyographic Hand Gesture Signal Classification Using Transfer Learning,,,STA,,
Adaptive Non-uniform Compressive Sampling for Time-varying Signals,CSC,,STA,,
Enabling Reasoning with LegalRuleML,CSC,,,,
Combinatorial distance geometry in normed spaces,,,,,
When is Network Lasso Accurate: The Vector Case,CSC,,,,
Surrogate Aided Unsupervised Recovery of Sparse Signals in Single Index Models for Binary Outcomes,,,STA,,
Superior lattice thermal conductance of single layer borophene,,PHY,,,
The liar paradox is a real problem,,,,,
High-dimensional ABC,,,STA,,
Automating Release of Deep Link APIs for Android Applications,CSC,,,,
"Refractive index measurements of single, spherical cells using digital holographic microscopy",,,,QBY,
Tuple-oriented Compression for Large-scale Mini-batch Stochastic Gradient Descent,CSC,,STA,,
Program Language Translation Using a Grammar-Driven Tree-to-Tree Model,CSC,,STA,,
In-Place Initializable Arrays,CSC,,,,
A Simple Exponential Family Framework for Zero-Shot Learning,CSC,,STA,,
Modeling Hormesis Using a Non-Monotonic Copula Method,,,STA,,
Joint Task Offloading and Resource Allocation for Multi-Server Mobile-Edge Computing Networks,CSC,,,,
The Sum Over Topological Sectors and $θ$ in the 2+1-Dimensional $\mathbb{C}\mathbb{P}^1$ $σ$-Model,,PHY,,,
Continued Kinematic and Photometric Investigations of Hierarchical Solar-Type Multiple Star Systems,,PHY,,,
A Note on Multiparty Communication Complexity and the Hales-Jewett Theorem,CSC,,,,
First Results from Using Game Refinement Measure and Learning Coefficient in Scrabble,CSC,,,,
Structured Local Optima in Sparse Blind Deconvolution,,,STA,,
The empirical Christoffel function with applications in data analysis,CSC,,,,
Around power law for PageRank components in Buckley-Osthus model of web graph,CSC,,,,
Cash-settled options for wholesale electricity markets,CSC,,,,
Power in High-Dimensional Testing Problems,,,STA,,
Deep Learning for Precipitation Nowcasting: A Benchmark and A New Model,CSC,,,,
PAWS: A Tool for the Analysis of Weighted Systems,CSC,,,,
Quantum-optical spectroscopy for plasma electric field measurements and diagnostics,,PHY,,,
ROSA: R Optimizations with Static Analysis,CSC,,,,
Human Perception of Performance,CSC,,STA,,
Practical Distance Functions for Path-Planning in Planar Domains,CSC,,,,
FPGA-Based CNN Inference Accelerator Synthesized from Multi-Threaded C Software,CSC,,STA,,
"The set of forces that ideal trusses, or wire webs, under tension can support",,PHY,,,
A Thematic Study of Requirements Modeling and Analysis for Self-Adaptive Systems,CSC,,,,
On predictive density estimation with additional information,,,STA,,
Optimizing Channel Selection for Seizure Detection,,,STA,QBY,
Bases of standard modules for affine Lie algebras of type $C_\ell^{(1)}$,,,,,
Connectivity-Driven Brain Parcellation via Consensus Clustering,,,STA,QBY,
Baryon acoustic oscillations from the complete SDSS-III Ly$α$-quasar cross-correlation function at $z=2.4$,,PHY,,,
"Gamma-ray and Optical Oscillations of 0716+714, MRK 421, and BL Lac",,PHY,,,
Antibonding Ground state of Adatom Molecules in Bulk Dirac Semimetals,,PHY,,,
Baby MIND: A magnetized segmented neutrino detector for the WAGASCI experiment,,PHY,,,
Applications of noncommutative deformations,,,,,
Photometric and radial-velocity time-series of RR Lyrae stars in M3: analysis of single-mode variables,,PHY,,,
Particlelike scattering states in a microwave cavity,,PHY,,,
"Market Self-Learning of Signals, Impact and Optimal Trading: Invisible Hand Inference with Free Energy",,,,,QFI
Current-driven skyrmion dynamics in disordered films,,PHY,,,
On the Rigidity of Riemannian-Penrose Inequality for Asymptotically Flat 3-manifolds with Corners,,,,,
An Algebra Model for the Higher Order Sum Rules,,,,,
On maxispaces of nonparametric tests,,,STA,,
Learning Unsupervised Learning Rules,,,STA,,
Conformal Nanocarbon Coating of Alumina Nanocrystals for Biosensing and Bioimaging,,PHY,,,
Characterizing spectral continuity in SDSS u'g'r'i'z' asteroid photometry,,PHY,,,
Transverse-spin correlations of the random transverse-field Ising model,,PHY,,,
Multivariate stable distributions and their applications for modelling cryptocurrency-returns,,,,,QFI
Beautiful and damned. Combined effect of content quality and social ties on user engagement,CSC,,,,
SySeVR: A Framework for Using Deep Learning to Detect Software Vulnerabilities,,,STA,,
Differentially Private Learning of Undirected Graphical Models using Collective Graphical Models,CSC,,STA,,
"Phase unwinding, or invariant subspace decompositions of Hardy spaces",,,,,
SalProp: Salient object proposals via aggregated edge cues,CSC,,,,
Quantum gap and spin-wave excitations in the Kitaev model on a triangular lattice,,PHY,,,
Sparse Gaussian ICA,,,STA,,
Supervisor Synthesis of POMDP based on Automata Learning,CSC,,,,
A Pseudo Knockoff Filter for Correlated Features,,,STA,,
$μ$-constant monodromy groups and Torelli results for the quadrangle singularities and the bimodal series,,,,,
SoaAlloc: Accelerating Single-Method Multiple-Objects Applications on GPUs,CSC,,,,
Probabilistic risk bounds for the characterization of radiological contamination,,,STA,,
Automatic Backward Differentiation for American Monte-Carlo Algorithms (Conditional Expectation),CSC,,,,
The Belgian repository of fundamental atomic data and stellar spectra (BRASS). I. Cross-matching atomic databases of astrophysical interest,,PHY,,,
High-Precision Calculations in Strongly Coupled Quantum Field Theory with Next-to-Leading-Order Renormalized Hamiltonian Truncation,,PHY,,,
State Distribution-aware Sampling for Deep Q-learning,,,STA,,
Energy Trading between microgrids Individual Cost Minimization and Social Welfare Maximization,CSC,,,,
Learning Kolmogorov Models for Binary Random Variables,,,STA,,
Möbius topological superconductivity in UPt$_3$,,PHY,,,
Sparse Identification and Estimation of High-Dimensional Vector AutoRegressive Moving Averages,,,STA,,
Information Retrieval and Criticality in Parity-Time-Symmetric Systems,,PHY,,,
A practical guide and software for analysing pairwise comparison experiments,CSC,,STA,,
Web-Based Implementation of Travelling Salesperson Problem Using Genetic Algorithm,CSC,,,,
"Random Spatial Networks: Small Worlds without Clustering, Traveling Waves, and Hop-and-Spread Disease Dynamics",,PHY,,,
The evolution of magnetic hot massive stars: Implementation of the quantitative influence of surface magnetic fields in modern models of stellar evolution,,PHY,,,
The finite gap method and the analytic description of the exact rogue wave recurrence in the periodic NLS Cauchy problem. 1,,PHY,,,
First Discoveries of z>6 Quasars with the DECam Legacy Survey and UKIRT Hemisphere Survey,,PHY,,,
On unique continuation for solutions of the Schr{ö}dinger equation on trees,,,,,
Particle-hole Asymmetry in the Cuprate Pseudogap Measured with Time-Resolved Spectroscopy,,PHY,,,
Numerically modeling Brownian thermal noise in amorphous and crystalline thin coatings,,PHY,,,
Net2Vec: Quantifying and Explaining how Concepts are Encoded by Filters in Deep Neural Networks,,,STA,,
Can the removal of molecular cloud envelopes by external feedback affect the efficiency of star formation?,,PHY,,,
Joint Rate and Resource Allocation in Hybrid Digital-Analog Transmission over Fading Channels,CSC,,,,
Relaxation to a Phase-locked Equilibrium State in a One-dimensional Bosonic Josephson Junction,,PHY,,,
A Hybrid Model for Role-related User Classification on Twitter,CSC,,,,
SecureBoost: A Lossless Federated Learning Framework,CSC,,STA,,
Selective reflection from Rb layer with thickness below $λ$/12 and applications,,PHY,,,
The Complexity of Abstract Machines,CSC,,,,
Recent progress in the Zimmer program,,,,,
Restricted Causal Inference Algorithm,CSC,,,,
Fiber plucking by molecular motors yields large emergent contractility in stiff biopolymer networks,,,,QBY,
Demographics of News Sharing in the U.S. Twittersphere,CSC,,,,
Dynamics and fragmentation mechanism of (CH3-C5H4)Pt(CH3)3 on SiO2 Surfaces,,PHY,,,
On the robustness of the H$β$ Lick index as a cosmic clock in passive early-type galaxies,,PHY,,,
Finite-size effects in a stochastic Kuramoto model,,PHY,,,
The normal distribution is freely selfdecomposable,,,,,
Simplex Queues for Hot-Data Download,CSC,,,,
Voting power of political parties in the Senate of Chile during the whole binomial system period: 1990-2017,,,,,QFI
A uniform stability principle for dual lattices,,,,,
"pandapower - an Open Source Python Tool for Convenient Modeling, Analysis and Optimization of Electric Power Systems",CSC,,,,
Temporal oscillations of light transmission through dielectric microparticles subjected to optically induced motion,,PHY,,,
Berry-Esséen bounds for parameter estimation of general Gaussian processes,,,STA,,
Anomaly Detection via Minimum Likelihood Generative Adversarial Networks,,,STA,,
Supercurrent as a Probe for Topological Superconductivity in Magnetic Adatom Chains,,PHY,,,
Experimental statistics of veering triangulations,,,,,
Concept Drift and Anomaly Detection in Graph Streams,CSC,,STA,,
Lat-Net: Compressing Lattice Boltzmann Flow Simulations using Deep Neural Networks,,PHY,STA,,
Second-Order Optimization for Non-Convex Machine Learning: An Empirical Study,CSC,,STA,,
Computational Approaches for Stochastic Shortest Path on Succinct MDPs,CSC,,,,
One-dimensional in-plane edge domain walls in ultrathin ferromagnetic films,,PHY,,,
Nontrivial Turmites are Turing-universal,CSC,PHY,,,
Dandelion: Redesigning the Bitcoin Network for Anonymity,CSC,,,,
A characterisation of Lie algebras amongst anti-commutative algebras,,,,,
Characteristics of a magneto-optical trap of molecules,,PHY,,,
Reconstructing a Lattice Equation: a Non-Autonomous Approach to the Hietarinta Equation,,PHY,,,
Adversarial Training Versus Weight Decay,,,STA,,
Ray tracing method for stereo image synthesis using CUDA,CSC,,,,
Numerical investigation of gapped edge states in fractional quantum Hall-superconductor heterostructures,,PHY,,,
Multimodal Observation and Interpretation of Subjects Engaged in Problem Solving,CSC,,STA,,
Theoretical limitations of Encoder-Decoder GAN architectures,CSC,,STA,,
Ground state sign-changing solutions for a class of nonlinear fractional Schrödinger-Poisson system in $\mathbb{R}^{3}$,,,,,
Monads on higher monoidal categories,,,,,
A Review of Augmented Reality Applications for Building Evacuation,CSC,,,,
Topology in time-reversal symmetric crystals,,PHY,,,
